,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,32196,Hyperliquid,HYPE,hyperliquid,106,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,13641260492.686861,,2025-06-14T12:25:00.000Z,40.85044850946568,340075723.8982657,-50.3606,-1.7191306,1.62213131,19.6287694,64.84447893,155.45999531,205.65841604,13641115922.949587,0.4169,40850448509.47,,2025-06-14T12:25:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-14 18:25:04.944137
11,20947,Sui,SUI,sui,681,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3396671135.3644433,10000000000.0,False,,12,3396671135.36,10201570536.533644,,2025-06-14T12:24:00.000Z,3.003402487315693,810244782.8923703,-53.8777,-0.9816709,-0.81586516,-8.30192182,-19.36282068,36.88353395,34.43759625,10201570536.546988,0.3118,30034024873.16,,2025-06-14T12:24:00.000Z,,,,,,2025-06-14 18:25:04.944137
12,1831,Bitcoin Cash,BCH,bitcoin-cash,1024,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19883459.375,19883459.375,False,,13,,,,2025-06-14T12:25:00.000Z,435.1563913853268,416862479.1978186,-7.0518,-0.19207525,3.80997245,6.23613883,11.06446059,31.79761468,33.41882923,8652414429.881746,0.2644,9138284219.09,,2025-06-14T12:25:00.000Z,,,,,,2025-06-14 18:25:04.944137
13,1975,Chainlink,LINK,chainlink,2020,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,657099970.4527867,1000000000.0,False,,14,,,,2025-06-14T12:25:00.000Z,13.113377766481152,324071711.1744168,-51.8837,-0.63650523,-1.84026341,-6.44113853,-19.53482458,4.27309939,-3.2857392,8616800142.890995,0.2633,13113377766.48,,2025-06-14T12:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-14 18:25:04.944137
14,3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923242696.9,985239504.0,False,,15,,,,2025-06-14T12:25:00.000Z,9.070541469101016,26205211.1117176,86.5564,0.44638583,0.0413429,-0.43746586,0.61197988,-3.79898841,-7.52570445,8374311168.27611,0.2559,8936655778.03,,2025-06-14T12:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-14 18:25:04.944137
0,1,Bitcoin,BTC,bitcoin,12214,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19878000.0,19878000.0,False,,1,,,,2025-06-14T12:54:00.000Z,104928.0199523735,46089278147.81855,-35.0529,-0.19145349,0.00948922,-0.58336235,2.26153234,22.50969922,26.9955556,2085759180613.2805,63.7909,2203488418999.84,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
1,1027,Ethereum,ETH,ethereum,10341,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120721164.04616433,120721164.04616433,True,,2,,,,2025-06-14T12:54:00.000Z,2534.9665809361336,19359522649.096134,-51.8173,-0.07956891,-0.33347017,1.38754031,-0.74314172,54.83510393,34.78363117,306024116468.7353,9.3594,306024116468.74,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
2,825,Tether USDt,USDT,tether,132728,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,155469346382.92398,157003724943.10956,True,,3,,,,2025-06-14T12:53:00.000Z,1.000360061484234,63284168192.99443,-46.578,-0.01182848,0.02065869,-0.03447033,0.02412692,0.04850888,0.0314401,155525324906.53552,4.7566,157060255937.34,,2025-06-14T12:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-06-14 18:25:34.576894
3,52,XRP,XRP,xrp,1625,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,58881764070.0,99986037638.0,False,,4,,,,2025-06-14T12:54:00.000Z,2.1719284500414595,2353559260.302272,-47.1712,-0.27412853,0.82333281,-0.68682064,-12.07147632,0.53994718,-5.85875852,127886978572.262,3.9113,217192845004.15,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
4,1839,BNB,BNB,bnb,2581,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,140886521.2,140886521.2,False,,5,,,,2025-06-14T12:54:00.000Z,649.8389000850095,1385433172.0261378,-32.4161,-0.15513184,-0.31618235,-0.00617379,-0.61080906,10.59539058,8.42188522,91553541973.41136,2.8001,91553541973.41,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
5,5426,Solana,SOL,solana,936,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,527628977.94321346,602996808.2400303,True,,6,525236893.3,76308941940.37663,,2025-06-14T12:54:00.000Z,145.28480941416123,3193860188.3121414,-48.1042,-0.34374903,-0.11921185,-4.63461556,-14.98436993,9.92338562,11.86311044,76656475501.86845,2.3445,87606276362.5,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
6,3408,USDC,USDC,usd-coin,28650,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,61690827837.17703,61690827837.17703,False,,7,60901219650.23,60900992730.46695,,2025-06-14T12:54:00.000Z,0.9999962739701379,8787927293.266912,-46.5446,-0.00050769,0.02452383,0.01115229,0.00956334,-0.01464325,0.01174988,61690597975.310295,1.8867,61690597975.31,,2025-06-14T12:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-06-14 18:25:34.576894
7,74,Dogecoin,DOGE,dogecoin,1235,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,149682216383.7052,149682216383.7052,True,,8,,,,2025-06-14T12:54:00.000Z,0.17773233871078425,1061997604.9641408,-45.1447,-0.02916661,1.43570007,-4.97164499,-21.76019882,11.92246137,5.71470401,26603370381.289593,0.8136,26603370381.29,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
8,1958,TRON,TRX,tron,1186,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94839432112.6762,94839454678.39047,True,,9,71659659264.0,19350971456.816383,,2025-06-14T12:54:00.000Z,0.2700399591006403,490114012.14178455,-41.7241,-0.0334773,-1.34240908,-3.34930055,0.18544322,8.93562574,25.77642245,25610436368.835033,0.7833,25610442462.48,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
9,2010,Cardano,ADA,cardano,1529,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35356538084.557686,44994989664.67408,False,,10,,,,2025-06-14T12:54:00.000Z,0.6345665975703884,542460230.3552705,-50.4989,-0.19327261,-0.73476038,-5.17994514,-17.7329902,0.03504278,-10.35586248,22436078074.185627,0.6862,28555496890.67,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
10,32196,Hyperliquid,HYPE,hyperliquid,106,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,13639578451.64852,,2025-06-14T12:54:00.000Z,40.845411428701446,337138713.9047473,-50.8841,-0.96435508,1.19886477,19.11134747,64.46767861,155.42498929,203.39912969,13639433899.737474,0.4171,40845411428.7,,2025-06-14T12:54:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-06-14 18:25:34.576894
11,20947,Sui,SUI,sui,681,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3396671135.3644433,10000000000.0,False,,12,3396671135.36,10204450591.650604,,2025-06-14T12:54:00.000Z,3.0042503925152806,811522056.0663239,-53.6329,-0.68857676,-0.18544941,-8.49617437,-19.70069569,37.34638806,34.02336479,10204450591.663952,0.3121,30042503925.15,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
12,1831,Bitcoin Cash,BCH,bitcoin-cash,1024,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19883465.625,19883465.625,False,,13,,,,2025-06-14T12:54:00.000Z,436.85097860033056,418616005.90322125,-6.0622,0.1297257,4.25691831,6.67967216,11.40086274,32.58953845,34.04015652,8686111416.247284,0.2657,9173870550.61,,2025-06-14T12:54:00.000Z,,,,,,2025-06-14 18:25:34.576894
13,1975,Chainlink,LINK,chainlink,2020,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,657099970.4527867,1000000000.0,False,,14,,,,2025-06-14T12:54:00.000Z,13.127089581007795,320966110.25506634,-51.8611,-0.1665201,-1.3668337,-6.38855844,-19.32309948,4.22598186,-3.15591312,8625810175.811306,0.2638,13127089581.01,,2025-06-14T12:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-06-14 18:25:34.576894
14,3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923242696.9,985239504.0,False,,15,,,,2025-06-14T12:53:00.000Z,9.073851457510427,26169075.55354827,87.4751,0.18502419,0.11482419,-0.53865114,1.6980994,-3.79139504,-7.54424549,8377367090.901922,0.2562,8939916909.37,,2025-06-14T12:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-06-14 18:25:34.576894
